pokemon_name,pokemon_type/0,pokemon_type/1,moves/0/name,moves/0/type,moves/0/category,moves/0/power,moves/0/accuracy,moves/0/pp,moves/0/statToChange,moves/0/statChangeAmount,moves/0/statTarget,moves/1/name,moves/1/type,moves/1/category,moves/1/power,moves/1/accuracy,moves/1/pp,moves/1/statToChange,moves/1/statChangeAmount,moves/1/statTarget,moves/2/name,moves/2/type,moves/2/category,moves/2/power,moves/2/accuracy,moves/2/pp,moves/2/statToChange,moves/2/statChangeAmount,moves/2/statTarget,moves/3/name,moves/3/type,moves/3/category,moves/3/power,moves/3/accuracy,moves/3/pp,moves/3/statToChange,moves/3/statChangeAmount,moves/3/statTarget,moves/4/name,moves/4/type,moves/4/category,moves/4/power,moves/4/accuracy,moves/4/pp,moves/4/statToChange,moves/4/statChangeAmount,moves/4/statTarget,moves/5/name,moves/5/type,moves/5/category,moves/5/power,moves/5/accuracy,moves/5/pp,moves/5/statToChange,moves/5/statChangeAmount,moves/5/statTarget,moves/6/name,moves/6/type,moves/6/category,moves/6/power,moves/6/accuracy,moves/6/pp,moves/6/statToChange,moves/6/statChangeAmount,moves/6/statTarget,moves/7/name,moves/7/type,moves/7/category,moves/7/power,moves/7/accuracy,moves/7/pp,moves/7/statToChange,moves/7/statChangeAmount,moves/7/statTarget,moves/8/name,moves/8/type,moves/8/category,moves/8/power,moves/8/accuracy,moves/8/pp,moves/8/statToChange,moves/8/statChangeAmount,moves/8/statTarget,moves/9/name,moves/9/type,moves/9/category,moves/9/power,moves/9/accuracy,moves/9/pp,moves/9/statToChange,moves/9/statChangeAmount,moves/9/statTarget,moves/10/name,moves/10/type,moves/10/category,moves/10/power,moves/10/accuracy,moves/10/pp,moves/10/statToChange,moves/10/statChangeAmount,moves/10/statTarget,moves/11/name,moves/11/type,moves/11/category,moves/11/power,moves/11/accuracy,moves/11/pp,moves/11/statToChange,moves/11/statChangeAmount,moves/11/statTarget,moves/12/name,moves/12/type,moves/12/category,moves/12/power,moves/12/accuracy,moves/12/pp,moves/12/statToChange,moves/12/statChangeAmount,moves/12/statTarget,moves/13/name,moves/13/type,moves/13/category,moves/13/power,moves/13/accuracy,moves/13/pp,moves/13/statToChange,moves/13/statChangeAmount,moves/13/statTarget,moves/14/name,moves/14/type,moves/14/category,moves/14/power,moves/14/accuracy,moves/14/pp,moves/14/statToChange,moves/14/statChangeAmount,moves/14/statTarget
Hitmonlee,fighting,,mega-punch,normal,physical,80,85,20,none,0,none,swords-dance,normal,status,,,20,attack,2,self,double-kick,fighting,physical,30,100,30,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,jump-kick,fighting,physical,100,95,10,none,0,none,rolling-kick,fighting,physical,60,85,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,close-combat,fighting,physical,120,100,5,defense,-1,self,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,submission,fighting,physical,80,80,20,none,0,none,low-kick,fighting,status,,100,20,none,0,none,counter,fighting,physical,,100,20,none,0,none,bulk-up,fighting,status,0,100,20,attack,1,self
Hitmonchan,fighting,,comet-punch,normal,physical,18,85,15,none,0,none,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,swords-dance,normal,status,,,20,attack,2,self,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,close-combat,fighting,physical,120,100,5,defense,-1,self,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,bulk-up,fighting,status,0,100,20,attack,1,self,submission,fighting,physical,80,80,20,none,0,none,low-kick,fighting,status,,100,20,none,0,none
Lickitung,normal,,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,return,normal,physical,102,100,20,none,0,none,slam,normal,physical,80,75,20,none,0,none,stomp,normal,physical,65,100,20,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,wrap,normal,physical,15,90,20,none,0,none,take-down,normal,physical,90,85,20,none,0,none
Koffing,poison,,headbutt,normal,physical,70,100,15,none,0,none,sludge-bomb,poison,special,90,100,10,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,rage,normal,physical,20,100,20,none,0,none,mimic,normal,status,,,10,none,0,self,screech,normal,status,,85,40,defense,-2,enemy,double-team,normal,status,,,15,evasion,1,self,smokescreen,normal,status,,100,20,accuracy,-1,enemy,haze,ice,status,,,30,none,0,none
Weezing,poison,,headbutt,normal,physical,70,100,15,none,0,none,sludge-bomb,poison,special,90,100,10,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,rage,normal,physical,20,100,20,none,0,none,mimic,normal,status,,,10,none,0,self,screech,normal,status,,85,40,defense,-2,enemy,double-team,normal,status,,,15,evasion,1,self,smokescreen,normal,status,,100,20,accuracy,-1,enemy
Rhyhorn,ground,rock,swords-dance,normal,status,,,20,attack,2,self,stomp,normal,physical,65,100,20,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,earthquake,ground,physical,100,100,10,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,stone-edge,rock,physical,100,80,5,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none,roar,normal,status,,,20,none,0,enemy
Rhydon,ground,rock,mega-punch,normal,physical,80,85,20,none,0,none,pay-day,normal,physical,40,100,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,stomp,normal,physical,65,100,20,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none
Chansey,normal,,return,normal,physical,102,100,20,none,0,none,double-slap,normal,physical,15,85,10,none,0,none,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,growl,normal,status,,100,40,attack,-1,enemy,sing,normal,status,,55,15,sleep,0,enemy
Tangela,grass,,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,giga-drain,grass,special,75,100,10,none,0,none,slam,normal,physical,80,75,20,none,0,none,vine-whip,grass,physical,45,100,25,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,absorb,grass,special,20,100,25,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,leech-seed,grass,status,,90,10,none,0,enemy,growth,normal,status,,,20,spA,1,self,solar-beam,grass,special,120,100,10,none,0,none
Kangaskhan,normal,,return,normal,physical,102,100,20,none,0,none,comet-punch,normal,physical,18,85,15,none,0,none,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,cut,normal,physical,50,95,30,none,0,none,stomp,normal,physical,65,100,20,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,leer,normal,status,,100,30,defense,-1,enemy
Horsea,water,,razor-wind,normal,special,80,100,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,disable,normal,status,,100,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,aurora-beam,ice,special,65,100,20,none,0,none,dragon-rage,dragon,special,,100,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy
Seadra,water,,headbutt,normal,physical,70,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,disable,normal,status,,100,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,aurora-beam,ice,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,agility,psychic,status,,,30,speed,2,self
Goldeen,water,,swords-dance,normal,status,,,20,attack,2,self,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Seaking,water,,swords-dance,normal,status,,,20,attack,2,self,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Staryu,water,,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,aurora-beam,ice,special,65,100,20,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy
Starmie,water,psychic,headbutt,normal,physical,70,100,15,none,0,none,psychic,psychic,special,90,100,10,spD,-1,enemy,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,calm-mind,psychic,status,0,100,20,spA,1,self,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy,thunder,electric,special,110,70,10,none,0,none
Mr-Mime,psychic,fairy,psychic,psychic,special,90,100,10,spD,-1,enemy,double-slap,normal,physical,15,85,10,none,0,none,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none,play-rough,fairy,physical,90,90,10,none,0,none
Scyther,bug,flying,razor-wind,normal,special,80,100,10,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,wing-attack,flying,physical,60,100,35,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,bug-buzz,bug,special,90,100,10,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,counter,fighting,physical,,100,20,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,agility,psychic,status,,,30,speed,2,self,quick-attack,normal,physical,40,100,30,none,0,none,rage,normal,physical,20,100,20,none,0,none,hurricane,flying,special,110,70,10,none,0,none
Jynx,ice,psychic,psychic,psychic,special,90,100,10,spD,-1,enemy,double-slap,normal,physical,15,85,10,none,0,none,mega-punch,normal,physical,80,85,20,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,sing,normal,status,,55,15,sleep,0,enemy,calm-mind,psychic,status,0,100,20,spA,1,self,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none
Electabuzz,electric,,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none,low-kick,fighting,status,,100,20,none,0,none,counter,fighting,physical,,100,20,none,0,none,thunder-wave,electric,status,0,90,20,paralyze,0,enemy
Magmar,fire,,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,fire-blast,fire,special,110,85,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,roar,normal,status,,,20,none,0,enemy,ember,fire,special,40,100,25,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none
Pinsir,bug,,vice-grip,normal,physical,55,100,30,none,0,none,guillotine,normal,physical,,30,5,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,bug-buzz,bug,special,90,100,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none,seismic-toss,fighting,physical,,100,20,none,0,none,x-scissor,bug,physical,80,100,15,none,0,none
Tauros,normal,,stomp,normal,physical,65,100,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,return,normal,physical,102,100,20,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,leer,normal,status,,100,30,defense,-1,enemy,flamethrower,fire,special,90,100,15,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Magikarp,water,,tackle,normal,physical,40,100,35,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,splash,normal,status,,,40,none,0,self,flail,normal,status,,100,15,none,0,none,bounce,flying,physical,85,85,5,none,0,none,surf,water,special,90,100,15,none,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,water,flying,brave-bird,flying,physical,120,100,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,hurricane,flying,special,110,70,10,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,bite,dark,physical,60,100,25,none,0,none,roar,normal,status,,,20,none,0,enemy,flamethrower,fire,special,90,100,15,none,0,none,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none
Lapras,water,ice,headbutt,normal,physical,70,100,15,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,roar,normal,status,,,20,none,0,enemy,sing,normal,status,,55,15,sleep,0,enemy,mist,ice,status,,,30,none,0,self,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none
Ditto,normal,,transform,normal,status,,,10,none,0,self,return,normal,physical,102,100,20,none,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eevee,normal,,pay-day,normal,physical,40,100,20,none,0,none,double-kick,fighting,physical,30,100,30,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,return,normal,physical,102,100,20,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,bite,dark,physical,60,100,25,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,roar,normal,status,,,20,none,0,enemy,dig,ground,physical,80,100,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,quick-attack,normal,physical,40,100,30,none,0,none
Vaporeon,water,,pay-day,normal,physical,40,100,20,none,0,none,double-kick,fighting,physical,30,100,30,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,surf,water,special,90,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,bite,dark,physical,60,100,25,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,roar,normal,status,,,20,none,0,enemy,mist,ice,status,,,30,none,0,self,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none
Jolteon,electric,,pay-day,normal,physical,40,100,20,none,0,none,double-kick,fighting,physical,30,100,30,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,thunder-wave,electric,status,0,90,20,paralyze,0,enemy,pin-missile,bug,physical,25,95,20,none,0,none,bite,dark,physical,60,100,25,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,roar,normal,status,,,20,none,0,enemy,hyper-beam,normal,special,150,90,5,none,0,none,strength,normal,physical,80,100,15,none,0,none
Flareon,fire,,pay-day,normal,physical,40,100,20,none,0,none,double-kick,fighting,physical,30,100,30,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,fire-blast,fire,special,110,85,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,leer,normal,status,,100,30,defense,-1,enemy,bite,dark,physical,60,100,25,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,roar,normal,status,,,20,none,0,enemy,ember,fire,special,40,100,25,none,0,none,flamethrower,fire,special,90,100,15,none,0,none
Porygon,normal,,headbutt,normal,physical,70,100,15,none,0,none,return,normal,physical,102,100,20,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,solar-beam,grass,special,120,100,10,none,0,none,thunder-shock,electric,special,40,100,30,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,psychic,psychic,special,90,100,10,none,0,none
Omanyte,rock,water,stone-edge,rock,physical,100,80,5,none,0,none,slam,normal,physical,80,75,20,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none,bite,dark,physical,60,100,25,none,0,none,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none
Omastar,rock,water,stone-edge,rock,physical,100,80,5,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,horn-attack,normal,physical,65,100,25,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,pin-missile,bug,physical,25,95,20,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none,bite,dark,physical,60,100,25,none,0,none,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none
Kabuto,rock,water,stone-edge,rock,physical,100,80,5,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,aurora-beam,ice,special,65,100,20,none,0,none,absorb,grass,special,20,100,25,none,0,none
Kabutops,rock,water,stone-edge,rock,physical,100,80,5,none,0,none,razor-wind,normal,special,80,100,10,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none
Aerodactyl,rock,flying,razor-wind,normal,special,80,100,10,none,0,none,wing-attack,flying,physical,60,100,35,none,0,none,whirlwind,normal,status,,,20,none,0,enemy,fly,flying,physical,90,95,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,bite,dark,physical,60,100,25,none,0,none,roar,normal,status,,,20,none,0,enemy,stone-edge,rock,physical,100,80,5,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,strength,normal,physical,80,100,15,none,0,none,dragon-rage,dragon,special,,100,10,none,0,none,hurricane,flying,special,110,70,10,none,0,none
